id,sentences
963,"A man sits on front a bowl, then a woman shows cookie dough in bowls, then review a cookbook."
964,"Then, the woman make dough balls and putsion a baking pan, also a teen makes dough balls and puts in baking pan."
965,There are two men elbow wrestling on a table. There are several people are watching them wrestle.
966,There are a series of elbow wrestling events shown in the video where one man is more forceful than the other and ends up winning the wrestling game.
967,There are a series of elbow wrestling events shown in the video where one man is more forceful than the other and ends up winning the wrestling game. There are some over dramatized scenes where people are elbow wrestling and over reacting to the game.
968,A lady dances and speaks indoors. The lady mixes all the ingredients and bakes colorful layers for a cake.
969,A man is shown against a white background.
970,A man is shown against a white background. He is playing a guitar with his hands.
971,A man jumps onto bars and starts swinging on them.
972,Then on a field there is men playing a game throwing the ball. Some coaches are walking around with hats to keep the sun out of their eyes.
973,An intro leads into a woman talking to a class sitting on bicycles and beginning to ride.
974,She leads the class in a bicycle riding class and inspires her students to peddle hard like this.
975,People are standing in a swimming pool.
976,People are standing in a swimming pool. They are playing a game of water polo.
977,He gets down on his knees and begins to remove the mulch by hand by pushing it further from the base of the tree.
978,"A brunette woman wearing all black is standing in a bar talking, she picks up a clear drinking glass, puts ice in it and touches all the ingredients she's going to use while talking about them."
979,A woman is standing behind a counter in a kitchen. She takes the lid off of a pot of salad. She moves the salad into a new bowl.
980,She takes the towel and puts it over the lettuce. She takes the lettuce and puts it in a wooden bowl.
981,"A man puts water on his face while holding a pail, then takes a sponge and throws over the table. The person puts two bottles and two slices of bread on the table, then he slices the cheese."
982,A man comes onto the screen to introduce a video about him trimming trees.
983,A man comes onto the screen to introduce a video about him trimming trees. He picks up a trimming saw and starts the engine.
984,A man is seen jumping up and down on a pair of stilts while a few others move around on stilts with help.
985,"A construction worker is standing in a building, holding a mop and bucket."
986,"A construction worker is standing in a building, holding a mop and bucket. He shows off the bucket and solution, then mops the floor in a demonstration."
987,"Three people sit on front the ocean. A man surfs on a small wave, then fly in the air and lands on the shore."
